lemma,definition,len_tokens,mean_log_freq,median_log_freq,miss_rate
synchronize,make synchronous and adjust in time or manner,5,-3.8169899631052706,-3.7045288339606763,0.19999999999999996
thawed,become or cause to become soft or liquid,5,-4.202644519602364,-4.019191457228289,0.0
lurks,"lie in wait, lie in ambush, behave in a sneaky and secretive manner",8,-4.521012981242223,-4.678205583604726,0.0
gentler,soft and mild; not harsh or stern or severe,5,-4.996379047527594,-5.035657544514736,0.0
traceable,(usually followed by `to') able to be traced to,4,-4.063561372474981,-4.029054248697315,0.0
competed,compete for something; engage in a contest; measure oneself against others,6,-4.387601729974771,-4.759456175500073,0.0
gearing,wheelwork consisting of a connected set of rotating gears by which force is transmitted or motion or torque is changed,11,-4.866431223932666,-4.781189801498016,0.09090909090909094
underprivileged,lacking the rights and advantages of other members of society,5,-4.037408459406089,-4.438956647250982,0.0
duckling,flesh of a young domestic duck,4,-4.450571708864747,-4.562956498827612,0.0
auctioned,sell at an auction,2,-4.5444944531214935,-4.5444944531214935,0.0
enrich,make better or improve in quality,4,-3.7452120578133083,-3.706774668142897,0.0
sucre,the basic unit of money in Ecuador; equal to 100 centavos,6,-4.5738944947111,-4.667447837555009,0.16666666666666663
concord,capital of the state of New Hampshire; located in south central New Hampshire on the Merrimack river,11,-4.393827113567986,-4.345012095041328,0.09090909090909094
gazed,look at with fixed eyes,3,-3.3824885422237454,-3.4238069529643127,0.0
windowsill,the sill of a window; the horizontal member at the bottom of the window frame,6,-4.600747742210651,-4.285134249798358,0.16666666666666663
smothering,causing difficulty in breathing especially through lack of fresh air and presence of heat,9,-4.3467024596176635,-4.27961910455943,0.0
hoarse,deep and harsh sounding as if from shouting or illness or emotion; ; ; ; - Virgil Thomson,8,-4.755472661958528,-4.779347535375793,0.0
injector,"a contrivance for injecting (e.g., water into the boiler of a steam engine or particles into an accelerator etc.)",9,-4.993396009344858,-5.24197703991298,0.11111111111111116
localized,identify the location or place of,3,-4.105647211466111,-4.38619892198512,0.0
staggered,walk as if unable to control one's movements,4,-4.213454142394597,-4.1744408276694385,0.0
minibar,sideboard with compartments for holding bottles,4,-4.263841903830756,-4.207227025358821,0.25
fen,100 fen equal 1 yuan in China,4,-5.190083106550457,-4.993976823021994,0.0
counterintelligence,intelligence activities concerned with identifying and counteracting the threat to security posed by hostile intelligence organizations or by individuals engaged in espionage or sabotage or subversion or terrorism,17,-4.866041913496431,-4.741658423943349,0.05882352941176472
livery,uniform worn by some menservants and chauffeurs,4,-4.966753533649352,-4.9637938068535625,0.25
peekaboo,a game played with young children; you hide your face and suddenly reveal it as you say boo!,10,-3.8093748611336524,-3.5912425088737248,0.0
eared,worn or shabby from overuse or (of pages) from having corners turned down; -Clifton Fadiman,7,-4.5343256424589695,-4.294714973061422,0.2857142857142857
eventual,expected to follow in the indefinite future from causes already operating,7,-4.021264723373929,-3.9643941632201587,0.1428571428571429
constraint,the state of being physically constrained,3,-4.381618686874227,-4.381618686874227,0.33333333333333337
belittle,cause to seem less serious; play down,5,-3.8143576216752537,-3.8726317633686316,0.0
sniffed,perceive by inhaling through the nose,3,-5.244496755153331,-5.68116399088799,0.0
summarize,give a summary (of),2,-4.353560250727728,-4.353560250727728,0.0
imprinted,establish or impress firmly in the mind,4,-4.72553545181662,-5.036077462247318,0.0
potency,the power or right to give orders or make decisions,6,-3.2454628009704023,-3.2720463170137544,0.0
twirling,turn in a twisting or spinning motion,4,-4.442840022664576,-4.735966031119981,0.0
adrenalin,a catecholamine secreted by the adrenal medulla in response to stress (trade name Adrenalin); stimulates autonomic nerve action,13,-4.710589553114888,-4.604170487503019,0.3846153846153846
clenched,hold in a tight grasp,3,-4.298269741900878,-4.268214577314524,0.0
mt,a radioactive transuranic element,3,-5.078014076258647,-5.078014076258647,0.33333333333333337
debated,argue with one another,1,-4.733312645443932,-4.733312645443932,0.0
statesman,a man who is a respected leader in national or international affairs,6,-4.0597800051364645,-4.272699294753144,0.0
armin,German hero; leader at the battle of Teutoburger Wald in AD 9 (circa 18 BC - AD 19),10,-4.569301450639467,-4.216130650989132,0.30000000000000004
wyler,United States filmmaker (1902-1981),3,-4.581801532793903,-4.323541482777782,0.0
octave,a feast day and the seven days following it,4,-3.681764998418424,-3.3871879010666,0.0
grope,feel about uncertainly or blindly,3,-4.471587105881966,-4.471587105881966,0.33333333333333337
upstart,an arrogant or presumptuous person,3,-4.86712906667847,-5.115756431412041,0.0
skimmed,travel on the surface of water,3,-4.143477873417156,-4.287611808428143,0.0
zimbabwe,a landlocked republic in south central Africa formerly called Rhodesia; achieved independence from the United Kingdom in 1980,12,-4.596825083681072,-4.591842784214396,0.16666666666666663
capricious,changeable,1,,,1.0
remover,a solvent that removes a substance (usually from a surface),5,-4.937108373932992,-4.572260379528036,0.0
mingling,the action of people mingling and coming into contact,5,-3.8522586069027875,-4.056241727521635,0.0
noblest,impressive in appearance,2,-4.7317396419424975,-4.7317396419424975,0.0
obscured,make less visible or unclear,4,-4.36965442252361,-4.56592959947407,0.0
probate,a judicial certificate saying that a will is genuine and conferring on the executors the power to administer the estate,9,-4.8424221660649724,-5.037146407179767,0.11111111111111116
reformation,improvement (or an intended improvement) in the existing form or condition of institutions or practices etc.; intended to make a striking change for the better in social or political or religious affairs,18,-4.4340841277733025,-4.499333613108867,0.0
derive,reason by deduction; establish by deduction,4,-5.1394164793863,-5.499103102690345,0.0
whammy,a serious or devastating setback,3,-4.701846187791606,-4.701846187791606,0.33333333333333337
lividity,a state of fury so great the face becomes discolored,6,-4.023984751641223,-3.773182638988441,0.16666666666666663
sanctimonious,excessively or hypocritically pious,3,-5.851226857288389,-5.851226857288389,0.6666666666666667
baroque,having elaborate symmetrical ornamentation; -William Dean Howells,5,-5.307148048797623,-5.30987313483496,0.4
enhancing,increase,1,-4.779521506510729,-4.779521506510729,0.0
racquetball,the ball used in playing the game of racquetball,5,-4.119459156439893,-3.586969403794934,0.0
lodger,a tenant in someone's house,3,-3.91765223265921,-3.264934231080262,0.0
gael,a Gaelic-speaking Celt in Ireland or Scotland or the Isle of Man,6,-4.60452396800581,-5.101201546946129,0.33333333333333337
cheaply,in a stingy manner,2,-5.188479150776766,-5.188479150776766,0.0
snooty,(used colloquially) overly conceited or arrogant; -Laurent Le Sage,7,-5.015451279584503,-5.248994010103111,0.1428571428571429
dissected,cut open or cut apart,4,-3.7290952983667345,-3.622829034551264,0.0
toothed,having teeth especially of a certain number or type; often used in combination,8,-4.105896080115677,-4.160283758611554,0.0
incoherent,without logical or meaningful connection,3,-4.990897842407503,-5.122961880136349,0.0
assessing,"evaluate or estimate the nature, quality, ability, extent, or significance of",7,-5.007405029649262,-5.197191010393069,0.0
leeway,(of a ship or plane) sideways drift,4,-4.628479969188692,-4.633745168443442,0.0
dank,unpleasantly cool and humid,3,-4.869916210272741,-4.869916210272741,0.33333333333333337
laertes,(Greek mythology) the father of Odysseus,4,-4.92405557199215,-5.203272446541689,0.0
infancy,the early stage of growth or development,4,-4.5392823147197845,-4.548607371350862,0.0
sleaze,tastelessness by virtue of being cheap and vulgar,4,-5.019885762978831,-5.128753174312414,0.25
evers,United States civil rights worker in Mississippi; was killed by a sniper (1925-1963),8,-4.147046918625501,-4.389116546563949,0.0
futuristic,of or relating to futurism,2,-5.356094957504237,-5.356094957504237,0.5
contemptible,deserving of contempt or scorn,3,-5.188921962870822,-5.338801585316442,0.0
boozing,the act of drinking alcoholic beverages to excess,5,-4.726196840102692,-5.117269418086167,0.0
earplug,an earphone that is inserted into the ear canal,4,-4.963119269618698,-5.157436629883904,0.25
feasting,eating an elaborate meal (often accompanied by entertainment),6,-4.606105636094536,-4.703535791618501,0.0
orca,predatory black-and-white toothed whale with large dorsal fin; common in cold seas,10,-4.882875770859052,-4.570804002635372,0.19999999999999996
instinctive,unthinking; prompted by (or as if by) instinct,3,-5.353406978426891,-5.353406978426891,0.33333333333333337
taka,the basic unit of money in Bangladesh; equal to 100 paisa,6,-4.60426861323885,-4.667447837555009,0.16666666666666663
qualm,uneasiness about the fitness of an action,3,-4.892515674837511,-4.892515674837511,0.33333333333333337
guppy,small freshwater fish of South America and the West Indies; often kept in aquariums,10,-4.523434168869249,-4.15031908582014,0.0
commenced,take the first step or steps in carrying out an action,6,-3.604671989808544,-3.819924750508809,0.0
vizier,a high official in a Muslim government (especially in the Ottoman Empire),7,-4.5503363540939175,-4.414883498106811,0.0
floater,spots before the eyes caused by opaque cell fragments in the vitreous humor and lens,9,-4.403613429343315,-4.1601609707765395,0.2222222222222222
wavy,(of hair) having waves,2,-4.1218169305900405,-4.1218169305900405,0.0
skittish,unpredictably excitable (especially of horses),4,-4.040668239334776,-4.040668239334776,0.5
particulate,composed of distinct particles,3,-5.458522479120393,-5.472371387995224,0.0
unhinged,disturb in mind or make uneasy or cause to be worried or alarmed,7,-4.252282152877231,-4.019191457228289,0.0
swoon,"pass out from weakness, physical or emotional distress due to a loss of blood supply to the brain",10,-4.428036554246268,-4.443056336373515,0.09999999999999998
intolerance,impatience with annoyances,2,-6.220754260076182,-6.220754260076182,0.0
pfc,a powerful greenhouse gas emitted during the production of aluminum,6,-5.120540012349599,-5.188821071629334,0.0
balling,form into a ball by winding or rolling,4,-4.073032280592086,-4.130414779708632,0.0
spurt,the occurrence of a sudden discharge (as of liquid),4,-5.1701849846578956,-5.125741695354881,0.0
caucus,meet to select a candidate or promote a policy,5,-4.715182779670789,-4.81316815956396,0.0
artistry,a superior skill that you can learn by study and practice and observation,6,-4.465372539173635,-4.406152487593631,0.0
reconstructed,adapted to social or economic change,4,-4.646281028189957,-4.808697331298825,0.0
fonda,United States film actress and daughter of Henry Fonda (born in 1937),8,-4.372315693588639,-4.0901195622507815,0.0
scouted,"explore, often with the goal of finding something or somebody",6,-3.8590805815305242,-3.887166072525953,0.0
endangerment,a source of danger; a possibility of incurring loss or misfortune,6,-4.584510969749948,-4.38993362265819,0.16666666666666663
zimmer,a light enclosing framework (trade name Zimmer) with rubber castors or wheels and handles; helps invalids or the handicapped or the aged to walk,15,-4.611123079517394,-4.401909684886616,0.06666666666666665
persevere,"be persistent, refuse to stop",3,-4.367952876913832,-4.508305721926418,0.0
dissolving,the process of going into solution,3,-3.8064043245462327,-4.423185849777527,0.0
complacent,contented to a fault with oneself or one's actions,3,-4.297391566765554,-4.115075052526635,0.0
faithless,"having the character of, or characteristic of, a traitor",3,-4.805736215808403,-4.631030155052115,0.0
doze,sleep lightly or for a short period of time,5,-3.997440703879269,-4.007450479057567,0.0
cleft,a split or indentation in something (as the palate or chin),5,-4.489345374685867,-4.623563764015628,0.19999999999999996
prevailing,"be larger in number, quantity, power, status or importance",6,-4.451039315214611,-4.515865931447939,0.0
gaffer,an elderly man,2,-4.053070133401738,-4.053070133401738,0.0
molotov,Soviet statesman (1890-1986),2,-5.539718059190106,-5.539718059190106,0.0
substation,a subsidiary station where electricity is transformed for distribution by a low-voltage network,7,-5.039140687493912,-5.0598032825347,0.1428571428571429
appointing,create and charge with a task or function,4,-4.440889540616413,-4.521417400590115,0.0
siesta,a nap in the early afternoon (especially in hot countries),6,-4.113602081545348,-4.041023342964521,0.0
numbness,partial or total lack of sensation in a part of the body; a symptom of nerve damage or dysfunction,10,-4.640011646792582,-4.578860607524727,0.0
citywide,occurring or extending throughout a city,3,-4.6596549949472355,-5.141050349262555,0.0
lovesick,languishing because of love,2,-2.9346267103784167,-2.9346267103784167,0.5
lukewarm,moderately warm,2,-5.2621797045730085,-5.2621797045730085,0.0
huffing,an act of forcible exhalation,3,-3.925728437342285,-3.925728437342285,0.6666666666666667
fabricate,"put together out of artificial or natural components or parts; ; ; He manufactured a popular cereal""",9,-4.505438189847723,-4.65054160116048,0.0
parakeet,any of numerous small slender long-tailed parrots,5,-5.1244035028739585,-5.3421800567075275,0.19999999999999996
grandmaster,a player of exceptional or world class skill in chess or bridge,7,-4.368254679253402,-4.325298249934539,0.0
shockingly,extremely,1,-4.576563921551332,-4.576563921551332,0.0
tyrannosaurus,large carnivorous bipedal dinosaur having enormous teeth with knifelike serrations; may have been a scavenger rather than an active predator; later Cretaceous period in North America,16,-4.538565920668644,-4.429382994651852,0.25
restful,affording physical or mental rest,4,-4.319349358124228,-4.478690870751157,0.0
buries,cover from sight,2,-4.135266077405677,-4.135266077405677,0.0
culturally,with regard to a culture,2,-4.762565713454011,-4.762565713454011,0.0
taxing,not easily borne; wearing,3,-4.737639625840904,-4.48551434821146,0.0
displeasure,the feeling of being displeased or annoyed or dissatisfied with someone or something,6,-4.167216283567956,-3.264934231080262,0.16666666666666663
magellan,Portuguese navigator in the service of Spain; he commanded an expedition that was the first to circumnavigate the world (1480-1521),9,-4.442795115667109,-4.540005729724051,0.11111111111111116
badgering,the act of harassing someone,3,-4.316393423095335,-3.925728437342285,0.0
router,a worker who routes shipments for distribution and delivery,5,-4.869736832413189,-4.8400164822636516,0.19999999999999996
foundry,factory where metal castings are produced,4,-4.797341233697598,-4.672991718802422,0.0
scotsman,a native or inhabitant of Scotland,3,-5.129993259228688,-4.982608547944564,0.0
futility,uselessness as a consequence of having no practical result,4,-4.680117777769724,-4.7480534640039345,0.25
surmise,infer from incomplete evidence,3,-4.763190325077778,-4.763190325077778,0.33333333333333337
wading,walking with your feet in shallow water,4,-4.047770960478228,-3.691207834434946,0.0
sousa,a United States bandmaster and composer of military marches (1854-1932),6,-4.504498828370251,-4.323541482777782,0.16666666666666663
oncology,the branch of medicine concerned with the study and treatment of tumors,6,-4.565400877774544,-4.481987482343755,0.0
trespasser,someone who intrudes on the privacy or property of another without permission,5,-4.2449153332448955,-4.417844026183711,0.19999999999999996
magnificence,splendid or imposing in size or appearance,4,-4.915780845177697,-4.894759398807828,0.0
foaming,become bubbly or frothy or foaming,4,-5.322901027170765,-5.911211165457482,0.25
varying,marked by diversity or difference,3,-4.623905314890938,-4.122807199515891,0.0
pediatrics,the branch of medicine concerned with the treatment of infants and children,6,-4.467662511718516,-4.481987482343755,0.0
galahad,(Arthurian legend) the most virtuous knight of the Round Table; was able to see the Holy Grail,10,-4.317997723634644,-4.099966229966971,0.09999999999999998
obelisk,a stone pillar having a rectangular cross section tapering towards a pyramidal top,9,-4.402200640889094,-4.28008678755093,0.33333333333333337
clump,a grouping of a number of similar things,4,-3.762039896849889,-3.7887824843415503,0.0
desolation,the state of being decayed or destroyed,3,-4.556291832056494,-4.358924965002626,0.0
sonnet,a verse form consisting of 14 lines with a fixed rhyme scheme,7,-4.769674146472123,-5.006356554291361,0.0
constipation,irregular and infrequent or difficult evacuation of the bowels; can be a symptom of intestinal obstruction or diverticulitis,9,-5.289779413648925,-5.387299113243146,0.2222222222222222
antiseptic,thoroughly clean and free of or destructive to disease-causing organisms,6,-4.721275211600437,-5.299701104672257,0.16666666666666663
dispel,force to go away; used both with concrete and metaphoric meanings,7,-3.7229345633136557,-3.682250388755131,0.1428571428571429
photocopy,a photographic copy of written or printed or graphic work,6,-4.603091479661144,-4.715647345656423,0.0
ley,a field covered with grass or herbage and suitable for grazing by livestock,7,-4.92860030323862,-4.974236272197046,0.1428571428571429
prenatal,occurring or existing before birth,3,-4.666346353546147,-4.445241114097253,0.0
musty,covered with or smelling of mold,3,-4.901480959841867,-5.3256654438623805,0.0
bedlam,a state of extreme confusion and disorder,4,-4.688350981947462,-4.940514658837,0.0
debutante,a young woman making her debut into society,5,-3.9213549311839286,-3.595515613952516,0.0
foreseeable,capable of being anticipated,2,-5.061747148322933,-5.061747148322933,0.0
intertwined,"spin,wind, or twist together",4,-4.288204187910956,-4.440933768719083,0.0
authorizing,grant authorization or clearance for,3,-5.004727374149159,-5.104826707399631,0.0
crapping,have a bowel movement,2,-4.976416850214032,-4.976416850214032,0.0
circulated,become widely known and passed on,4,-3.9257479333811345,-3.865651383417997,0.0
falafel,small croquette of mashed chick peas or fava beans seasoned with sesame seeds,10,-4.827922808566463,-4.725091872226704,0.19999999999999996
carrion,the dead and rotting body of an animal; unfit for human food,7,-4.157180435370496,-3.76883072468368,0.0
custodial,providing protective supervision; watching over or safeguarding,5,-4.927990812790593,-5.154567785426592,0.0
kilt,a knee-length pleated tartan skirt worn by men as part of the traditional dress in the Highlands of northern Scotland,12,-4.494641924660423,-4.938565734816401,0.25
upscale,appropriate for people with good incomes,4,-3.8463308798670237,-3.898262483854995,0.0
allotted,give out,1,-2.9245795541709487,-2.9245795541709487,0.0
lovelier,appealing to the emotions as well as the eye,4,-3.8593466109915155,-4.028458458763455,0.0
fraught,marked by distress,2,-4.533263190999342,-4.533263190999342,0.0
girard,United States financier (born in France) who helped finance the War of 1812 (1750-1831),8,-4.0463920611523285,-4.093576924335834,0.125
cleanest,free from dirt or impurities; or having clean habits,5,-4.231251948326307,-4.275214335060246,0.19999999999999996
saboteur,someone who commits sabotage or deliberately causes wrecks,6,-4.564198041158585,-4.812489255593658,0.0
synonymous,(of words) meaning the same or nearly the same,3,-3.551762840811976,-3.433489075128343,0.0
smoldering,burn slowly and without a flame,3,-4.418215186051565,-4.469345911930026,0.0
originality,the ability to think and act independently,4,-4.238941778707621,-4.224097273131845,0.0
scarab,scarabaeid beetle considered divine by ancient Egyptians,6,-4.82102571210037,-4.894864541410307,0.16666666666666663
rallied,gather,1,-4.654599659951523,-4.654599659951523,0.0
ballgame,a particular situation that is radically different from the preceding situation,6,-4.444474035566066,-4.005475174963781,0.16666666666666663
backgammon,a board game for two players; pieces move according to throws of the dice,8,-4.234064072969082,-4.021353081584854,0.0
referendum,a legislative act is referred for final approval to a popular vote by the electorate,8,-4.782053950123388,-4.65054160116048,0.125
ashram,a place of religious retreat modeled after the Indian ashram,6,-4.657695030937485,-4.603805326914279,0.0
assessed,"evaluate or estimate the nature, quality, ability, extent, or significance of",7,-5.007405029649262,-5.197191010393069,0.0
provost,a high-ranking university administrator,3,-5.094653034689561,-5.094653034689561,0.33333333333333337
guile,shrewdness as demonstrated by being skilled in deception,4,-5.37209268999701,-5.39943067488315,0.25
apothecary,a health professional trained in the art of preparing and dispensing drugs,7,-4.4406269119209165,-4.365910264640205,0.0
discredited,cause to be distrusted or disbelieved,3,-5.004349013319541,-5.004349013319541,0.33333333333333337
brill,European food fish,3,-4.272184759406422,-4.0817796907648765,0.0
taut,pulled or drawn tight,3,-4.328422096605459,-4.268214577314524,0.0
apartheid,a social policy or racial segregation involving political and economic and legal discrimination against people who are not Whites; the former official policy in South Africa,16,-4.674676636509851,-4.591810264838353,0.0
swordfish,flesh of swordfish usually served as steaks,5,-4.841134016426828,-4.59491014153785,0.0
squabble,a quarrel about petty points,3,-4.586936693912529,-4.958362785579245,0.0
millionth,"position 1,000,000 in a countable series of things",4,-3.8200533884998364,-4.03676026197865,0.25
deafening,loud enough to cause (temporary) hearing loss,6,-4.207109849102452,-4.318816333571256,0.0
circumcision,(Roman Catholic Church and Anglican Church) feast day celebrating the circumcision of Jesus; celebrated on January 1st,12,-4.524217458179236,-4.549703694939991,0.08333333333333337
residing,make one's home in a particular place or community,5,-3.615304397657585,-3.1801781961897384,0.0
stunk,be extremely bad in quality or in one's performance,4,-4.239287985086915,-4.590261417878438,0.0
plummet,drop sharply,2,-4.4818384842447285,-4.4818384842447285,0.0
wily,marked by skill in deception,3,-4.614358859618112,-4.474479948162746,0.0
leto,wife or mistress of Zeus and mother of Apollo and Artemis in ancient mythology; called Latona in Roman mythology,12,-4.655883846519766,-4.765098210757869,0.08333333333333337
obscenity,the trait of behaving in an obscene manner,4,-5.120302185535662,-5.130143246937403,0.0
pindar,Greek lyric poet remembered for his odes (518?-438? BC),6,-5.022605537339916,-5.078728832650987,0.0
windpipe,membranous tube with cartilaginous rings that conveys inhaled air from the larynx to the bronchi,9,-4.840135253037012,-4.748372599092286,0.4444444444444444
keepsake,something of sentimental value,3,-4.153840690835627,-4.456579957385668,0.0
compiling,the act of compiling (as into a single book or file or list),6,-3.947758801123612,-4.037230354011238,0.16666666666666663
undecided,not brought to a conclusion; subject to further thought,4,-3.8838633723773164,-4.044421418417532,0.0
introduces,cause to come to know personally,4,-3.297745379785704,-3.2483948208624347,0.0
sincerest,open and genuine; not deceitful,3,-4.822351880658021,-5.070904970714183,0.0
foreskin,a fold of skin covering the tip of the clitoris,5,-4.750526427435865,-4.4274712391673114,0.0
mus,type genus of the Muridae: common house mice; the tips of the upper incisors have a square notch,11,-4.401150999298168,-4.4274712391673114,0.36363636363636365
houseboat,a barge that is designed and equipped for use as a dwelling,5,-4.72996778149681,-4.995438169802904,0.19999999999999996
anon,at another time,1,-2.649914285815793,-2.649914285815793,0.0
stipend,a sum of money allotted on a regular basis; usually for some specific purpose,8,-4.398963900583673,-4.501047256998482,0.125
hustled,cause to move furtively and hurriedly,4,-3.6695218982327784,-3.6695218982327784,0.5
marconi,Italian electrical engineer who invented wireless telegraphy and in 1901 transmitted radio signals across the Atlantic Ocean (1874-1937),11,-4.826143665841415,-4.850069076662086,0.09090909090909094
swordsmanship,skill in fencing,2,-4.592980497726218,-4.592980497726218,0.0
shaven,having the beard or hair cut off close to the skin,5,-4.032899019606915,-3.8526691334053726,0.0
c.o.d.,collecting the charges upon delivery,3,-4.556104094928461,-4.636887887641917,0.0
inanimate,belonging to the class of nouns denoting nonliving things,6,-4.318495838446289,-4.134933984531004,0.33333333333333337
obstruct,hinder or prevent the progress or accomplishment of,4,-5.26131910897337,-5.1715727879557924,0.0
uninterrupted,having undisturbed continuity,2,-6.070128692149359,-6.070128692149359,0.0
jesuit,a member of the Jesuit order,3,-4.678863763353706,-4.16375391096713,0.0
comprised,be composed of,1,-5.869632981405123,-5.869632981405123,0.0
alters,cause to change; make different; cause a transformation,6,-3.9208998514093687,-3.835044811883634,0.0
burro,small donkey used as a pack animal,5,-4.1191283527214715,-4.00767715274853,0.0
bossing,raise in a relief,2,-4.540082911205582,-4.540082911205582,0.0
hogg,Scottish writer of rustic verse (1770-1835),4,-5.297937952076126,-5.302412255952861,0.0
ola,leaf or strip from a leaf of the talipot palm used in India for writing paper,9,-4.244396648440215,-4.260001962680723,0.11111111111111116
mojave,a member of the North American Indian people formerly living in the Colorado river valley in Arizona and Nevada and California,12,-4.385990537270085,-4.283302529205137,0.0
jinxed,cast a spell over someone or something; put a hex on someone or something,8,-3.7780959555615854,-3.264934231080262,0.0
chucking,throw carelessly,2,-5.066628602853575,-5.066628602853575,0.0
cleverer,showing self-interest and shrewdness in dealing with others,5,-3.591411987052039,-3.580307333995879,0.4
peyote,a small spineless globe-shaped cactus; source of mescal buttons,7,-4.859762127835145,-4.451310210731066,0.2857142857142857
reptilian,"any cold-blooded vertebrate of the class Reptilia including tortoises, turtles, snakes, lizards, alligators, crocodiles, and extinct forms",13,-4.947792142485309,-5.080421917387332,0.23076923076923073
courted,make amorous advances towards,4,-4.500517902737859,-4.521022154587435,0.0
westward,toward the west,1,-4.202643063913727,-4.202643063913727,0.0
ruffian,a cruel and brutal fellow,3,-4.6697125264037345,-4.707923303989809,0.0
silvery,resembling or reminiscent of silver,3,-5.075900900021678,-5.075900900021678,0.33333333333333337
kike,(ethnic slur) offensive term for a Jew,5,-4.913572155767588,-4.827436757774749,0.19999999999999996
psalm,one of the 150 lyrical poems and prayers that comprise the Book of Psalms in the Old Testament; said to have been written by David,11,-4.4414291403867106,-4.01256792000256,0.18181818181818177
vexed,"cause annoyance in; disturb, especially by minor irritations",6,-5.065979307629827,-4.871507190939203,0.0
clocking,the time taken to traverse a measured course,5,-4.079774775193653,-3.29265834588493,0.0
glutton,a person who is devoted to eating and drinking to excess,5,-4.5139907815212155,-4.238457951494086,0.0
breasted,meet at breast level,3,-4.088056186512498,-4.114330700436517,0.0
consisted,originate (in),1,,,1.0
anaconda,large arboreal boa of tropical South America,6,-4.796488643034427,-4.317326232567054,0.16666666666666663
turtleneck,a sweater or jersey with a high close-fitting collar,5,-4.596142197123753,-4.874036776928388,0.19999999999999996
starkey,rock star and drummer for the Beatles (born in 1940),5,-4.575814558256529,-4.093576924335834,0.0
tenement,a run-down apartment house barely meeting minimal standards,7,-4.23536181887258,-4.276075997735686,0.1428571428571429
bloodstain,a discoloration caused by blood,3,-3.8345954261479127,-3.8345954261479127,0.33333333333333337
gobbling,eat hastily without proper chewing,4,-4.88352582645958,-4.874325197492266,0.0
reared,"stand up on the hind legs, of quadrupeds",4,-4.7148577804575185,-4.7148577804575185,0.5
economical,using the minimum of time or resources necessary for effectiveness,6,-4.403921834482418,-4.549958376852722,0.0
awkwardness,unskillfulness resulting from a lack of training,4,-4.418202429586313,-4.346531102800159,0.25
catholicism,the beliefs and practices of a Catholic Church,4,-4.439359428166955,-4.400508450693783,0.0
checkered,mark into squares or draw squares on; draw crossed lines on,7,-4.190828785791825,-4.351751264560653,0.0
looter,someone who takes spoils or plunder (as in war),5,-4.076892697669821,-3.644801695391476,0.0
crossover,the interchange of sections between pairing homologous chromosomes during the prophase of meiosis,7,-4.943697460760247,-4.5177475839906664,0.5714285714285714
agha,title for a civil or military leader (especially in Turkey),6,-4.462179736422338,-4.459365381584407,0.0
legitimately,in a manner acceptable to common custom,4,-4.746109504182684,-4.710943316387308,0.0
tidied,put (things or places) in order,4,-3.1674737897692062,-3.13702728586113,0.0
vocalist,a person who sings,2,-4.309971886589617,-4.309971886589617,0.0
bludgeoned,overcome or coerce as if by using a heavy club,5,-4.211606070111237,-4.149209624136056,0.19999999999999996
gd,a nerve agent easily absorbed into the body; a lethal cholinesterase inhibitor that is highly toxic when inhaled,11,-4.8645860554856055,-4.88237979247542,0.09090909090909094
pseudonym,a fictitious name used when the person performs a particular social role,8,-4.4818967551706965,-4.489580034592979,0.0
inducing,act of bringing about a desired result,4,-4.301980621985,-4.1009807469348605,0.0
frick,United States industrialist who amassed a fortune in the steel industry (1849-1919),7,-4.693189323980395,-4.580832397597137,0.1428571428571429
importing,the commercial activity of buying and bringing in goods from a foreign country,7,-3.895844055325728,-3.7389544855000385,0.0
speer,German Nazi architect who worked for Hitler (1905-1981),5,-4.360356244663866,-4.71112573439798,0.0
allocated,distribute according to a plan or set apart for a special purpose,7,-4.416404628362544,-4.250635896117084,0.0
borscht,a Russian or Polish soup usually containing beet juice as a foundation,8,-4.783661119771054,-4.72704314824959,0.0
crabby,annoyed and irritable,2,-5.7553893532296225,-5.7553893532296225,0.0
splint,a thin sliver of wood,3,-5.020235728902584,-4.6752909136077285,0.0
wimpy,weak and ineffectual,2,-4.387423401720362,-4.387423401720362,0.5
incorrectly,in an incorrect manner,2,-5.123083402848986,-5.123083402848986,0.0
moll,the girlfriend of a gangster,2,-4.506529843060669,-4.506529843060669,0.0
tho,a branch of the Tai languages,3,-4.775149062657479,-4.760229230624412,0.0
sweated,excrete perspiration through the pores in the skin,4,-5.1745840705779464,-5.1745840705779464,0.5
embezzling,appropriate (as property entrusted to one's care) fraudulently to one's own use,6,-4.37104745092201,-4.3780196804616285,0.16666666666666663
strewn,spread by scattering ( is archaic),3,-5.398058893023854,-5.591414883353597,0.0
dutiful,willingly obedient out of a sense of duty and respect,5,-4.647439132698633,-4.164585542973987,0.0
sumerian,a member of a people who inhabited ancient Sumer,5,-4.394833449349326,-4.304581770506367,0.19999999999999996
fatten,make fat or plump,3,-4.292717498671826,-4.152260530832293,0.0
cleanly,in an adroit manner,2,-4.610142464345242,-4.610142464345242,0.5
sappy,"ludicrous, foolish",2,-5.2993977977574644,-5.2993977977574644,0.0
tethered,tie with a tether,2,-5.136025886541722,-5.136025886541722,0.0
solvent,a liquid substance capable of dissolving other substances,5,-5.184905654067935,-5.080629461728405,0.0
milked,take milk from female mammals,4,-4.224766450291038,-4.361452651748596,0.0
mutate,undergo mutation,2,-5.669760901924139,-5.669760901924139,0.0
moderately,to a moderately sufficient extent or degree,4,-5.298169645603153,-5.268490290095102,0.0
diligently,with diligence; in a diligent manner,3,-5.514717499848213,-5.892074334934526,0.0
